submissionid,submissiondatetime,deviceid,username,User_s_,Survey_Start_Time,Study_Area,Other_Study_Area,GNSS_Setup,Other_GNSS_Setup,Pre_Survey_Notes,Sampling_Design,Plot_ID,GNSS_Used_,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Tare_Weight__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__cm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
56672207,2021-04-12 14:50:29 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab wm bf,2021-04-07 12:08,Englishman,,Other,Stonex,,,S3f,no,,,,,Cardinal 10 m,Centre,,,Depth,,,,222,2021-04-07 12:16,,,,,,,,,,,,,,,
56672207,2021-04-12 14:50:29 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab wm bf,2021-04-07 12:08,Englishman,,Other,Stonex,,,S3f,no,,,,,Cardinal 10 m,,,,Density,3300,no,,220,2021-04-07 12:19,125,0,4120,820,56.81818182,59.179,0.269,Fair,"Not great recovery, may be hitting wet layer",,,,,,
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,10,,Depth,,,,276,2021-04-07 10:21,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,7.5,,Depth,,,,271,2021-04-07 10:21,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,5,,Depth,,,,316,2021-04-07 10:21,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,10,,Density,3300,yes,1a,222,2021-04-07 10:23,215,0,4240,940,96.84684685,67.84,0.306,,,https://drive.google.com/uc?id=14aRPvfZDg5_stK0zd6tiMiq-2BK8SYm7,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,2.5,,Depth,,,,346,2021-04-07 10:22,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,10,,Density,3300,no,,275,2021-04-07 10:24,65,0,3690,390,23.63636364,28.146,0.102,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,N,10,,Depth,,,,336,2021-04-07 10:25,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,S,7.5,,Depth,,,,286,2021-04-07 10:25,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,N,5,,Depth,,,,321,2021-04-07 10:26,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,N,2.5,,Depth,,,,326,2021-04-07 10:26,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,W,10,,Depth,,,,301,2021-04-07 10:29,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,W,7.5,,Depth,,,,321,2021-04-07 10:30,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,W,5,,Depth,,,,346,2021-04-07 10:30,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,W,2.5,,Depth,,,,346,2021-04-07 10:31,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,E,10,,Depth,,,,281,2021-04-07 10:34,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,E,7.5,,Depth,,,,306,2021-04-07 10:34,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,E,5,,Depth,,,,331,2021-04-07 10:34,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,E,2.5,,Depth,,,,336,2021-04-07 10:35,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,Centre,,,Density,,yes,1a,330,2021-04-07 10:35,312,0,4880,,94.54545455,,,,Redo use this one,https://drive.google.com/uc?id=1YEf1sXkaZpz7i2kfQwPPodTHibMwFS35,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,Centre,,,Density,3300,no,,348,2021-04-07 10:37,26,30,3460,160,7.471264368,11.547,0.036,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,W,10,,Density,3300,yes,1a,280,2021-04-07 10:45,230,0,4680,1380,82.14285714,99.594,0.356,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,N,10,,Density,3300,no,,338,2021-04-07 10:47,310,0,4960,1660,91.71597633,119.802,0.354,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,E,10,,Density,3300,no,,301,2021-04-07 10:52,287,0,4680,1380,95.34883721,99.594,0.331,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NE,10,,Depth,,,,326,2021-04-07 11:03,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,NE,7.5,,Depth,,,,316,2021-04-07 11:04,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,NE,5,,Depth,,,,326,2021-04-07 11:04,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NE,2.5,,Depth,,,,326,2021-04-07 11:04,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SW,10,,Depth,,,,306,2021-04-07 11:05,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,SW,7.5,,Depth,,,,296,2021-04-07 11:05,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SW,5,,Depth,,,,316,2021-04-07 11:05,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,,SW,2.5,,Depth,,,,336,2021-04-07 11:06,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SE,10,,Depth,,,,296,2021-04-07 11:08,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SE,7.5,,Depth,,,,306,2021-04-07 11:08,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SE,5,,Depth,,,,326,2021-04-07 11:08,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,SE,2.5,,Depth,,,,346,2021-04-07 11:09,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NW,2.5,,Depth,,,,336,2021-04-07 11:09,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NW,5,,Depth,,,,276,2021-04-07 11:10,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NW,7.5,,Depth,,,,226,2021-04-07 11:10,,,,,,,,,,,,,,,2021-04-07 10:56
56672206,2021-04-12 14:50:25 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,Ab bf wm,2021-04-07 10:15,Englishman,,Other,Stonex,,,S2a,yes,FIX,,,,Cardinal 10 m,NW,10,,Depth,,,,306,2021-04-07 11:10,,,,,,,,,,,,,,,2021-04-07 10:56
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,2021-04-06 15:54,,Cardinal 10 m,Centre,,,Density,3390,no,,243,2021-04-06 15:54,238,0,4390,1000,97.94238683,72.17,0.297,,,https://drive.google.com/uc?id=1xNbR1Ix05QQ_MZqdY9z7qDCnTEM4KwjA,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,2021-04-06 15:57,,Cardinal 10 m,N,2.5,,Depth,,,,294,2021-04-06 15:57,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,N,5,,Depth,,,,314,2021-04-06 15:58,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,N,10,,Density,3390,yes,1a,264,2021-04-06 16:00,200,0,4540,1150,75.75757576,82.995,0.314,,,https://drive.google.com/uc?id=1AEUCbJL_yeqD5x1sTvuY0NUbpMU_T9r6,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,N,7.5,,Depth,,,,324,2021-04-06 15:58,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,S,2.5,,Depth,,,,214,2021-04-06 16:04,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,S,5,,Depth,,,,239,2021-04-06 16:04,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,S,7.5,,Depth,,,,219,2021-04-06 16:03,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,S,10,,Density,3390,no,,240,2021-04-06 16:05,160,0,4270,880,66.66666667,63.509,0.265,,,https://drive.google.com/uc?id=1bJ56Yzo0nXW_6UKYSiiozl1kmV20hdO7,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,N,10,,Density,3390,yes,1b,305,2021-04-06 16:02,55,0,3670,280,18.03278689,20.208,0.066,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,W,7.5,,Depth,,,,289,2021-04-06 16:06,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,W,5,,Depth,,,,269,2021-04-06 16:06,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,W,2.5,,Depth,,,,249,2021-04-06 16:07,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,W,10,,Density,3390,yes,1a,203,2021-04-06 16:07,180,0,4310,920,88.66995074,66.396,0.327,,Redid this one ignore,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,E,10,,Depth,,,,264,2021-04-06 16:08,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,E,7.5,,Depth,,,,289,2021-04-06 16:08,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,W,10,,Density,3390,no,,265,2021-04-06 16:09,250,0,4600,1210,94.33962264,87.325,0.33,,,https://drive.google.com/uc?id=1vCzp0pDyGpZlKgadTxfDVuYsn7AjLfuJ,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,E,5,,Depth,,,,274,2021-04-06 16:09,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,E,2.5,,Depth,,,,264,2021-04-06 16:09,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,NE,10,,Depth,,,,299,2021-04-06 16:11,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,NE,7.5,,Depth,,,,289,2021-04-06 16:11,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,E,10,,Density,3390,no,,262,2021-04-06 16:12,248,0,4610,1220,94.65648855,88.047,0.336,,,https://drive.google.com/uc?id=1_aQWcghfvItIdFx3pnMFB9zSOeeUrzeW,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,NE,5,,Depth,,,,274,2021-04-06 16:12,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,NE,2.5,,Depth,,,,289,2021-04-06 16:12,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SW,10,,Depth,,,,304,2021-04-06 16:13,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SW,7.5,,Depth,,,,299,2021-04-06 16:13,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SW,5,,Depth,,,,289,2021-04-06 16:14,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SW,2.5,,Depth,,,,284,2021-04-06 16:14,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SE,10,,Depth,,,,284,2021-04-06 16:16,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SE,7.5,,Depth,,,,234,2021-04-06 16:16,,,,,,,,,,,,,,,
56672219,2021-04-12 14:50:03 -07:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,An wm bf,2021-04-06 15:52,Englishman,,Other,Stonex,Gus’s plot centr already established. Wx sun w. Cloud,,E3f,no,,,,,Cardinal 10 m,SE,5,,Depth,,,,214,2021-04-06 16:17,,,,,,,,,,,,,,,
