"ACO_Flight_Number","plot_datetime","Study_Area","Plot_ID","easting","northing","elev_ellipsoidal","lon","lat","plot_type","cardinal_direction","multi_core","depth","core","plug","mass","SWE","density"
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",79,65,0,400,28.8716450053306,0.365463860826969
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",108,84,0,510,36.8113473817965,0.340845809090708
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",96,157,0,930,67.1265746373936,0.69923515247285
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",91,83,1,460,33.2023917561302,0.364861447869562
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",93,77,0,470,33.9241828812634,0.364776160013585
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",87,73,0,370,26.7062716299308,0.306968639424492
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",91,80,0,490,35.36776513153,0.388656759687143
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",86,74,0,470,33.9241828812634,0.394467242805389
3,2021-04-26 11:50:00,"Tsitika","Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,"no",83,75,1,470,33.9241828812634,0.408725094954981
3,2021-04-26 14:50:00,"Tsitika","SR50_Steph 2",NA,NA,NA,NA,NA,"wx_snow_survey",NA,NA,162,NA,NA,NA,NA,NA
3,2021-04-26 12:50:00,"Tsitika","SR50_Steph 3",NA,NA,NA,NA,NA,"wx_snow_survey",NA,NA,76,NA,NA,NA,NA,NA
3,2021-04-26 12:26:00,"Tsitika","SR50_Steph 4",NA,NA,NA,NA,NA,"wx_snow_survey",NA,NA,87,NA,NA,NA,NA,NA
3,2021-04-26 11:50:00,"Tsitika","SR50_Steph 6",NA,NA,NA,NA,NA,"wx_snow_survey",NA,NA,88,NA,NA,NA,NA,NA
