"Survey_Start_Time","Study_Area","Plot_ID","easting","northing","elev_ellipsoidal","lon","lat","plot_type","sample_type","cardinal_direction","multi_core","depth","core","plug","mass","SWE","density"
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Depth","E",NA,452,NA,0,NA,NA,NA
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Depth","W",NA,449,NA,0,NA,NA,NA
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Depth","W",NA,379,NA,0,NA,NA,NA
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Depth","W",NA,328,NA,0,NA,NA,NA
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Depth","W",NA,385,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Density","N","no",229,155,5,430,31.0370183807304,0.135532831356901
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","N",NA,223,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","N",NA,180,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","N",NA,260,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Density","Centre","no",228,225,2,820,59.1868722609277,0.259591545004069
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Density","S","no",219,191,6,560,40.4203030074628,0.184567593641383
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","S",NA,290,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","S",NA,259,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","S",NA,235,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Density","E","no",253,236,8,690,49.8035876341953,0.196852125036345
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","E",NA,145,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","E",NA,250,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","E",NA,271,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Density","W","no",225,175,0,560,40.4203030074628,0.179645791144279
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","W",NA,238,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","W",NA,215,NA,0,NA,NA,NA
"3/11/2021 15:15","Cruickshank","CRU_E7S",330730.029,5503354.767,981.414,-125.34544972,49.65895921,"Cardinal 10 m","Depth","W",NA,234,NA,0,NA,NA,NA
"3/9/2021 16:24","Cruickshank","CRU_CAM1",330133.068,5504196.401,1122.364,-125.35407913,49.66635518,NA,"Depth",NA,NA,280,NA,0,NA,NA,NA
"3/9/2021 16:24","Cruickshank","CRU_CAM1",330133.068,5504196.401,1122.364,-125.35407913,49.66635518,NA,"Depth",NA,NA,279,NA,0,NA,NA,NA
"3/9/2021 16:24","Cruickshank","CRU_CAM1",330133.068,5504196.401,1122.364,-125.35407913,49.66635518,NA,"Depth",NA,NA,285,NA,0,NA,NA,NA
"3/9/2021 16:24","Cruickshank","CRU_CAM1",330133.068,5504196.401,1122.364,-125.35407913,49.66635518,NA,"Depth",NA,NA,115,NA,0,NA,NA,NA
"3/9/2021 16:24","Cruickshank","CRU_CAM1",330133.068,5504196.401,1122.364,-125.35407913,49.66635518,NA,"Depth",NA,NA,330,NA,0,NA,NA,NA
"3/11/2021 11:53","Cruickshank","CRU_CAM2",330643.33,5503665.223,1015.715,-125.34678424,49.66172496,NA,"Depth",NA,NA,355,NA,0,NA,NA,NA
"3/11/2021 11:53","Cruickshank","CRU_CAM2",330643.33,5503665.223,1015.715,-125.34678424,49.66172496,NA,"Depth",NA,NA,340,NA,0,NA,NA,NA
"3/11/2021 11:53","Cruickshank","CRU_CAM2",330643.33,5503665.223,1015.715,-125.34678424,49.66172496,NA,"Depth",NA,NA,360,NA,0,NA,NA,NA
"3/11/2021 11:53","Cruickshank","CRU_CAM2",330643.33,5503665.223,1015.715,-125.34678424,49.66172496,NA,"Depth",NA,NA,325,NA,0,NA,NA,NA
"3/11/2021 11:53","Cruickshank","CRU_CAM2",330643.33,5503665.223,1015.715,-125.34678424,49.66172496,NA,"Depth",NA,NA,370,NA,0,NA,NA,NA
"3/11/2021 16:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,NA,"Depth",NA,NA,289,NA,0,NA,NA,NA
