"","Survey_Start_Time","Study_Area","Plot_ID","easting","northing","elev_ellipsoidal","lon","lat","plot_type","cardinal_direction","multi_core","depth","core","plug","mass","SWE","density"
"95","2021-04-07 14:46:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,"Camera + Snow Stakes",NA,NA,245,NA,NA,NA,NA,NA
"96","2021-04-07 14:46:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,"Camera + Snow Stakes",NA,NA,245,NA,NA,NA,NA,NA
"97","2021-04-07 14:46:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,"Camera + Snow Stakes",NA,NA,243,NA,NA,NA,NA,NA
"98","2021-04-07 14:46:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,"Camera + Snow Stakes",NA,NA,241,NA,NA,NA,NA,NA
"99","2021-04-07 14:46:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,"Camera + Snow Stakes",NA,NA,255,NA,NA,NA,NA,NA
"100","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","Centre","no",324,190,0,1050,75.7880681389928,0.233913790552447
"101","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","S","no",345,303,2,1560,112.599415520789,0.328278179360902
"102","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","S",NA,340,NA,NA,NA,NA,NA
"103","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","S",NA,282,NA,NA,NA,NA,NA
"104","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","S",NA,332,NA,NA,NA,NA,NA
"105","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","E","no",314,271,4,1380,99.6071752683905,0.321313468607711
"106","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","E",NA,317,NA,NA,NA,NA,NA
"107","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","E",NA,300,NA,NA,NA,NA,NA
"108","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","E",NA,307,NA,NA,NA,NA,NA
"109","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","N","no",268,209,14,990,71.4573213881932,0.281328036961391
"110","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","N",NA,282,NA,NA,NA,NA,NA
"111","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","N",NA,307,NA,NA,NA,NA,NA
"112","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","N",NA,342,NA,NA,NA,NA,NA
"113","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","W","no",250,288,0,1540,111.155833270523,0.444623333082091
"114","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","W",NA,332,NA,NA,NA,NA,NA
"115","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","W",NA,362,NA,NA,NA,NA,NA
"116","2021-04-09 13:31:00","Cruickshank","CRU_S4F",328998.829,5504069.787,1210.398,-125.3697284,49.66489681,"Cardinal 10 m","W",NA,297,NA,NA,NA,NA,NA
"117","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","Centre","no",341,247,5,1020,73.622694763593,0.219115162986884
"118","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","W","no",371,360,3,1560,112.599415520789,0.30597667261084
"119","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","W",NA,344,NA,NA,NA,NA,NA
"120","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","W",NA,322,NA,NA,NA,NA,NA
"121","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","W",NA,345,NA,NA,NA,NA,NA
"122","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","N","no",331,283,0,1490,107.546877644856,0.324915038201983
"123","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","N",NA,348,NA,NA,NA,NA,NA
"124","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","N",NA,341,NA,NA,NA,NA,NA
"125","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","N",NA,363,NA,NA,NA,NA,NA
"126","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","S","no",352,200,2,1050,75.7880681389928,0.216537337539979
"127","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","S",NA,306,NA,NA,NA,NA,NA
"128","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","S",NA,296,NA,NA,NA,NA,NA
"129","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","S",NA,306,NA,NA,NA,NA,NA
"130","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","E","no",221,39,0,140,10.1050757518657,0.0457243246690756
"131","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","E",NA,340,NA,NA,NA,NA,NA
"132","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","E",NA,310,NA,NA,NA,NA,NA
"133","2021-04-09 10:52:00","Cruickshank","CRU_S2F",328740.519,5504647.014,1437.473,-125.37355734,49.67001098,"Cardinal 10 m","E",NA,295,NA,NA,NA,NA,NA
"134","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","Centre","no",297,177,1,1320,95.2764285175909,0.321879826072942
"135","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","S",NA,283,NA,NA,NA,NA,NA
"136","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","S",NA,286,NA,NA,NA,NA,NA
"137","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","S",NA,285,NA,NA,NA,NA,NA
"138","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","S",NA,332,NA,NA,NA,NA,NA
"139","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","S","no",277,262,0,1310,94.5546373924577,0.341352481561219
"140","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","E",NA,281,NA,NA,NA,NA,NA
"141","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","E",NA,233,NA,NA,NA,NA,NA
"142","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","E",NA,300,NA,NA,NA,NA,NA
"143","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","E",NA,317,NA,NA,NA,NA,NA
"144","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","W",NA,300,NA,NA,NA,NA,NA
"145","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","W",NA,302,NA,NA,NA,NA,NA
"146","2021-04-09 14:44:00","Cruickshank","CRU_S5O",329405.455,5503819.632,1121.618,-125.36398946,49.66276383,"Cardinal 10 m","W",NA,227,NA,NA,NA,NA,NA
